,inputs,outputs,prediction
726,is the weather cloudy right now,what city do you want the weather for?,"['what', 'city', 'you', 'you', 'located', 'so', 'so', 'check', 'check', 'check', 'if', 'if', 'if', 'it', 'city', 'outside', 'outside', '<unk>', '<unk>', '<eos>']"
727,is the weather cloudy right now what city do you want the weather for? fresno,there are no clouds in fresno right now.,"['today', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'with', 'with', 'with', 'with', 'with', 'with', 'with', 'with', 'with', 'of', '<unk>', '<eos>']"
728,give me the location for the nearest starbucks,there is no starbucks listed locally but i have another coffee shop listed would you like the address to it?,"['there', 'is', 'unable', 'starbucks', 'locate', 'locate', 'nearby', 'nearby', 'however', 'however', '1', '1', '1', '<unk>', '<unk>', 'at', 'away', 'nearby', '<eos>', '<eos>']"
729,find directions to the nearest starbucks,there is no starbucks close but there is two others; one is coupa that is 6 miles away and the other is cafe venetia which is 3 miles away. which one do you want?,"['there', 'is', 'unable', 'starbucks', 'locate', 'locate', 'starbucks', 'there', 'is', 'coffee', 'coffee', '<unk>', '<unk>', '<unk>', '<unk>', 'at', 'directions', 'nearby', '<unk>', '<eos>']"
730,is it supposed to snow today,where would you like to know if it will snow?,"['i', '<unk>', 'i', 'i', 'you', 'you', 'check', 'check', 'check', 'check', 'to', 'to', 'to', 'to', 'to', 'to', 'this', '<unk>', '<eos>', '<eos>']"
731,give me directions to a place to sleep,the travelers lodge is closest to you at 6 miles away in moderate traffic. would you like directions there?,"['the', 'closest', 'cafe', 'miles', 'miles', 'away', 'away', 'at', 'at', 'at', 'here', 'miles', 'is', 'at', 'at', 'at', 'alger', 'miles', '<eos>', '<eos>']"
732,"i'm desiring to eat at some chinese restaurant, is there anything in this local area?",we're 5 miles away from p.f. changs: do you want to go there?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'no', 'no', 'no', '<unk>', '<eos>']"
733,which days are rain forecasted,what city would you like weather information about?,"['<pad>', '<pad>', 'in', 'you', 'is', 'in', 'in', 'in', 'in', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'a', 'a', 'of', '<unk>', '<eos>']"
734,schedule a conference at 6 pm on the tenth with sales team.,i will schedule a conference at 6 pm on the tenth with sales team.,"['<pad>', '<pad>', '<unk>', 'scheduling', 'scheduling', 'reminder', 'reminder', 'for', 'with', 'with', 'with', 'the', 'the', 'the', 'the', 'the', 'the', 'sales', '<unk>', '<unk>']"
735,please set a reminder to take medicine at 7pm tuesday with ana.,"okay, setting a reminder to take your medicine with ana at 7 pm on tuesday.","['<pad>', '<pad>', '<pad>', 'i', 'reminder', 'reminder', 'reminder', 'for', 'for', 'with', 'with', 'with', 'the', 'the', 'at', 'at', 'with', '5pm', '<unk>', '<eos>']"
736,find me a gas station.,chevron is 6 miles away.,"['<pad>', '<pad>', '<pad>', 'is', 'is', 'one', 'listed', 'listed', 'listed', 'one', 'do', 'do', 'do', 'is', 'is', 'the', 'the', 'there', '<eos>', '<eos>']"
737,schedule a reminder to take medicine with martha for saturday at 2pm.,your reminder has been set for saturday at 2pm to take medicine with martha.,"['<pad>', '<pad>', 'i', 'i', 'i', 'i', 'a', 'a', 'schedule', 'schedule', 'for', 'for', 'for', 'for', 'at', 'at', 'at', 'with', '<unk>', '<eos>']"
738,are there any chinese restaurants nearby?,we're 3 miles away from chef chu's and 6 miles away from mandarin roots,"['<pad>', 'nearest', 'nearest', 'is', 'is', 'away', 'away', 'away', '4', 'miles', 'away', 'away', '<unk>', '<unk>', 'you', 'like', 'directions', 'there', '<unk>', '<eos>']"
739,where is the nearest hospital that we can get to quick?,"stanford express care is 7 miles away, though there is a car collision nearby. would you like directions there?","['the', '<unk>', 'is', 'is', 'miles', 'miles', 'away', '<unk>', 'miles', 'miles', 'miles', '<unk>', 'would', 'you', 'you', 'like', 'directions', '<unk>', '<eos>', '<eos>']"
740,give me the location for the nearest starbucks,there are no starbucks around here but we're 4 miles away from cafe venetia: is it okay to go there?,"['there', 'is', 'unable', 'starbucks', 'locate', 'locate', 'nearby', 'nearby', 'however', 'however', '1', '1', '1', '<unk>', '<unk>', 'at', 'away', 'nearby', '<eos>', '<eos>']"
741,remind me to go swimming at 4:50,am or pm ?,"['<pad>', '<pad>', 'i', '<unk>', 'a', 'at', 'at', 'at', '<unk>', '<unk>', '<unk>', '<unk>', 'a', 'a', 'to', 'to', 'to', '<unk>', '<eos>', '<eos>']"
742,remind me to go swimming at 4:50 am or pm ? at 4:50 pm the 12th of this month.,swimming reminder has been set for the 12th at 4:50pm.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'i', 'will', 'all', 'all', 'for', 'for', 'you', 'the', 'the', 'the', 'anything', 'else', '<unk>', '<eos>']"
743,"please tell me the location, time and parties that are attending my meeting",your next meeting is with your boss at 10 am in conference room 102.,"['<pad>', '<pad>', '<pad>', 'your', 'is', 'is', 'is', 'the', 'the', 'the', 'is', 'the', 'the', 'the', 'with', 'with', 'sister', '<unk>', '<unk>', '<eos>']"
744,what's the current weather in san francisco?,there is currently snow in san francisco,"['<pad>', '<pad>', 'in', 'san', 'san', 'san', 'san', 'supposed', 'supposed', 'low', 'low', 'of', 'of', 'high', 'high', 'of', 'of', '20', '<unk>', '<eos>']"
745,what's the current weather in san francisco? there is currently snow in san francisco okay thanks,happy to help,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'city', 'city', 'city', 'for', '<unk>', '<eos>', '<eos>']"
746,what time is the doctors appointment and who is attending?,"which one? i have two, one  with your father on the 3rd, and one with tom on the 9th.","['you', 'have', 'two', 'appointments', 'appointments', 'one', 'one', 'one', 'one', 'one', 'with', 'the', 'and', 'and', 'one', 'the', 'with', 'with', '<unk>', '<eos>']"
747,set a reminder for the conference.,what day and time is the conference,"['<pad>', '<pad>', '<pad>', 'setting', 'a', 'a', 'tuesday', 'tuesday', 'with', 'with', 'with', 'the', 'over', 'over', 'over', 'the', 'with', '<unk>', '<unk>', '<eos>']"
748,"car, find out the time and parties attending for my tennis activity.",your tennis activity is set for 11 am with jon in attendance.,"['<pad>', 'have', 'two', 'two', 'is', 'on', 'one', 'one', 'at', 'at', '<unk>', '<unk>', 'and', 'and', 'the', 'the', 'the', 'the', '<unk>', '<eos>']"
749,what's the temperature going to be this week,what city would you like weather information about?,"['<pad>', '<pad>', '<pad>', '<pad>', 'city', 'city', 'city', 'city', 'what', 'to', 'to', 'to', 'to', 'to', 'to', 'the', 'for', '<unk>', '<eos>', '<eos>']"
750,what's the temperature going to be this week what city would you like weather information about? san jose please.,"in san jose, it is expected to be between 40-60f monday and tuesday, 70-80f wednesday, 90-100f thursday, 70-90f friday, 30-40f saturday, and 40-60f on sunday.","['today', 'is', 'week', 'be', 'be', 'be', 'be', 'in', 'in', 'in', 'week', 'week', 'week', 'week', 'week', 'week', 'this', 'week', '<unk>', '<eos>']"
751,how is gonna be the weather forecast in san mateo for the next weekend?,"in san mateo it will be stormy on saturday, and hail on sunday","['<pad>', '<pad>', '<pad>', 'there', 'there', 'in', 'in', 'in', 'and', 'and', 'and', 'on', 'will', 'and', 'and', 'and', 'on', 'tuesday', '<eos>', '<eos>']"
752,what's the temperature going to be like this week,what city are you interested in,"['<pad>', '<pad>', '<pad>', '<pad>', 'what', 'city', 'city', 'city', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'know', 'weekend', '<unk>', '<eos>', '<eos>']"
753,what's the temperature going to be like this week what city are you interested in los angeles,the temperature in los angeles this week reaches a low of 40f and the highest will be 100f,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', 'be', 'in', 'in', 'in', 'in', 'in', 'in', 'in', 'or', 'or', 'in', '<unk>', '<eos>']"
754,find out when my next conferences,friday at 3pm,"['you', '<pad>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'conference', 'conference', 'conference', 'to', 'you', 'you', 'you', 'in', 'was', 'room', '<unk>', '<eos>']"
755,please check the weather for this week,where are you interested in?,"['<pad>', '<pad>', '<pad>', 'city', 'city', 'city', 'city', 'city', 'you', 'you', 'to', 'to', 'to', 'to', 'to', 'city', 'city', 'weekend', '<unk>', '<eos>']"
756,please check the weather for this week where are you interested in? will it be stormy in camarillo?,in camarillo it will be stormy on tuesday,"['<pad>', '<pad>', '<pad>', 'downtown', 'downtown', 'downtown', 'downtown', 'downtown', 'downtown', 'blizzard', 'blizzard', 'blizzard', 'blizzard', 'blizzard', 'blizzard', 'blizzard', 'days', 'days', 'days', '<unk>']"
757,schedule a conference with the boss for this month on the 5th at 1pm.,"okay, i am scheduling a conference with your boss for the 5th of this month at 1pm.","['<pad>', '<pad>', '<unk>', '<unk>', 'scheduling', 'scheduling', 'scheduling', 'with', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'to', 'to', 'with', '<unk>', '<unk>']"
758,schedule a tennis activity with martha for friday at 4pm.,"okay, scheduling a tennis activity with martha for friday at 4pm.","['<pad>', 'okay', 'a', 'a', 'a', 'a', 'a', 'yoga', 'with', 'with', 'august', 'august', 'august', 'at', 'at', 'at', 'with', 'am', '<unk>', '<eos>']"
759,will it be windy in atherton in the next two days?,it will not be windy in atherton in the next few days.,"['<pad>', '<pad>', '<pad>', 'it', 'be', 'be', 'be', 'tuesday', '<unk>', 'a', 'a', 'a', 'a', 'a', 'a', 'of', 'of', 'tuesday', '<unk>', '<eos>']"
760,where is a nearby rest stop?,the travelers lodge is located 4 miles away at 333 arbol dr. would you like directions there?,"['<pad>', '<pad>', 'the', 'is', 'is', 'miles', 'away', 'away', 'away', 'miles', 'away', '<unk>', '<unk>', 'need', 'need', 'need', 'need', 'there', '<eos>', '<eos>']"
761,what is the address of my friend's house?,jacks house is at 864 almanor ln.,"['i', 'address', 'address', 'is', '1313', 'chester', 'chester', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<eos>', '<eos>']"
762,"i need to find out some info for my optometrist appointment, the date and time please.","okay, which one? i have one for the 12th at 9am, and one for the 4th at 5pm.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'with', 'with', 'with', '<unk>', '<eos>']"
763,get me directions to the mall,there are the ravenswood shopping center and the stanford shopping center both 3 miles away: do you want me to flip a coin between them or will you pick where to go?,"['<pad>', '<pad>', 'town', 'is', 'country', 'country', '383', 'and', '<unk>', 'you', 'you', 'you', 'put', 'put', 'put', 'the', 'drive', '<unk>', '<eos>', '<eos>']"
764,is there a grocery store within 3 miles of me?,trader joes is 2 miles away at 408 university ave there is currently heavy traffic on the route,"['<pad>', '<pad>', 'there', 'is', 'miles', 'miles', 'away', '<unk>', 'i', 'i', 'i', '<unk>', '<unk>', 'would', 'you', 'like', 'directions', 'there', '<unk>', '<eos>']"
765,find out if it's supposed to rain,what city are you wanting to know if it's going to rain?,"['<pad>', '<pad>', '<pad>', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', '<unk>', '<eos>', '<eos>']"
766,show me the nearby hospital,stanford express care is nearby.,"['<pad>', 'childrens', 'health', 'is', 'miles', 'away', 'away', 'away', 'ames', 'away', 'do', 'do', 'you', 'you', 'to', 'to', 'go', '<unk>', '<eos>', '<eos>']"
767,show me the nearby hospital stanford express care is nearby. does stanford express care have heavy traffic nearby?,does stanford express care have heavy traffic nearby?,"['the', 'is', 'only', 'is', 'is', 'is', 'away', 'away', 'is', 'with', 'away', 'no', 'no', 'away', 'no', 'no', 'no', 'now', 'now', '<eos>']"
768,i need a coffee shop within 4 miles.,cafe venetia is 2 miles away at 269 alger dr,"['<pad>', '<pad>', 'only', 'is', 'is', 'away', 'away', 'away', '<unk>', 'away', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'like', 'directions', '<unk>', '<eos>', '<eos>']"
769,find me a hotel that is near my location.,the westin is 6 miles away.,"['i', '<unk>', 'a', 'a', 'at', 'at', 'at', 'at', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'is', 'on', 'road', '<unk>', '<eos>', '<eos>']"
770,where can i buy groceries?,there is a safeway 4 miles away.,"['<pad>', '<pad>', 'there', 'is', 'is', 'local', 'local', 'store', 'called', 'foods', 'foods', 'but', 'but', 'is', 'is', 'noted', 'nearby', '<unk>', '<eos>', '<eos>']"
771,where can i buy groceries? there is a safeway 4 miles away. what is the address?,safeway is located at 452 arcadia pl. with a road block nearby.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'miles', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'miles', 'away', 'way', '<eos>']"
772,what is the date and time of my next meeting,your next meeting is monday at 3 pm.,"['<pad>', '<pad>', '<pad>', 'next', 'next', 'conference', 'to', 'at', 'conference', 'conference', 'conference', 'conference', 'another', 'bring', 'at', 'at', 'the', 'your', '<unk>', '<eos>']"
773,what's the temperature going to be this week,what city are you wanting to know the temperature for?,"['<pad>', '<pad>', '<pad>', '<pad>', 'city', 'city', 'city', 'city', 'what', 'to', 'to', 'to', 'to', 'to', 'to', 'the', 'for', '<unk>', '<eos>', '<eos>']"
774,what's the temperature going to be this week what city are you wanting to know the temperature for? fresno,"the lowest temperature in fresno this week is predicted to be 60f, the highest, 100f","['<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'you', 'about', '<unk>', '<eos>']"
775,what is the weather going to be like today and tomorrow,which city are you wanting to know the weather for?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'city', 'city', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'for', '<unk>', '<unk>', '<eos>']"
776,get me directions to the nearest starbucks,i am unable to locate starbucks. there is a coffee or tea place called coupa mile away.,"['there', 'is', 'unable', 'starbucks', 'locate', 'locate', 'nearby', 'however', 'however', 'coffee', 'coffee', 'away', 'away', 'away', 'located', 'you', 'directions', 'nearby', '<eos>', '<eos>']"
777,is it gonna be dry in redwood city in next few days?,what day would you like the forcast for?,"['<pad>', '<pad>', 'there', '<unk>', '<unk>', '<unk>', 'tuesday', 'tuesday', 'week', 'week', 'the', 'the', 'the', 'and', 'and', 'and', 'on', 'tuesday', '<unk>', '<eos>']"
778,which one is gonna be the highest temperature in fresno this week?,monday in fresno will have the highest temperature of 90f,"['<pad>', 'there', 'there', 'there', 'be', 'in', 'in', 'in', 'week', 'week', 'week', 'low', '90s', '90s', '90s', '90s', '90s', '90f', '<eos>', '<eos>']"
779,schedule a swimming activity with tom on the 6th of this month at 2pm.,"okay, i am scheduling a swimming event with tom on the 6th at 2pm.","['<pad>', '<pad>', '<pad>', 'i', 'i', 'reminder', 'reminder', 'for', 'for', 'for', 'the', 'the', 'the', 'the', '15th', '15th', 'at', 'this', '<unk>', '<eos>']"
780,i have an eye doctors appointment on the 12th at 5 pm,i will note down your eye doctor appointment at 5pm the 12th,"['<pad>', '<pad>', '<pad>', 'i', 'i', 'reminder', 'reminder', 'reminder', 'for', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'set', 'set', '<unk>', '<eos>']"
781,take me to the mall to buy some clothes,midtown shopping center is the closest shopping center to you. would you like the address?,"['<pad>', '<pad>', 'is', 'is', 'is', 'at', 'at', 'at', 'at', 'at', 'miles', '<unk>', '<unk>', '<unk>', 'give', 'at', 'miles', '<unk>', '<eos>', '<eos>']"
782,i need the address to my friend's house please.,jills house is located at 347 alta mesa ave.,"['i', 'have', 'have', 'is', 'is', 'listed', 'listed', 'listed', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'you', 'like', 'more', 'more', '<unk>', '<unk>', '<eos>']"
783,find me a tea house,there is cafe venetia that's 4 miles away at 269 alger dr,"['we', '<unk>', '3', 'miles', 'away', 'away', 'away', 'away', 'miles', 'you', 'you', 'want', 'you', 'you', 'like', 'like', 'directions', 'there', '<unk>', '<eos>']"
784,when is the football game,the football game is wednesday at 10 am.,"['<pad>', '<pad>', 'setting', 'a', 'reminder', 'your', 'to', 'the', 'the', 'pm', 'pm', 'the', 'the', 'the', 'the', 'the', 'pm', 'pm', '<unk>', '<eos>']"
785,when is the football game the football game is wednesday at 10 am.  thank you.,my pleasure,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', '<unk>', '<unk>', '<unk>', 'you', 'you', 'you', 'you', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>']"
786,what's the temperature going to be for the week,in what city are you asking?,"['<pad>', '<pad>', 'what', 'what', 'what', 'city', 'what', 'what', 'the', 'to', 'what', 'what', 'what', 'what', 'know', 'the', 'for', '<unk>', '<eos>', '<eos>']"
787,what's the temperature going to be for the week in what city are you asking? durham,"the temperature in durham will be: lowest temperature, low of 70f, high of 90f tuesday. highest temperature, low of 40f, high of 60f thursday.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', 'in', 'in', 'in', 'in', 'in', 'in', 'in', 'in', '<unk>', '<unk>', '<eos>']"
788,where do i live?,home is listed as 56 caldwell street.,"['you', 'have', 'two', 'back', 'for', 'for', 'at', 'at', 'at', 'confused', 'confused', 'confused', 'confused', 'confused', 'worried', 'worried', 'worried', '<unk>', '<unk>', '<eos>']"
789,car please give me the address of a good pizza restaurant in the shortest possible distance,pizza chicago	is 2 miles away.,"['<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', 'center', 'el', 'real', 'real', 'but', 'is', 'is', 'a', 'a', 'directions', '<unk>', '<eos>', '<eos>']"
790,find the nearest shopping mall on the map,the nearest one is midtown shopping center but there is a road block nearby. there is also ravenswood shopping center 2 miles farther but with no traffic on its direction,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'hotel', 'hotel', 'hotel', 'and', 'and', '338', 'and', 'the', 'the', 'the', 'miles', '<unk>', '<unk>', '<eos>']"
791,where can i get groceries?,whole foods is 4 miles away.,"['<pad>', '<unk>', 'have', 'a', 'local', 'local', 'from', 'and', 'miles', 'miles', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'any', '<eos>', '<eos>']"
792,"where can i get groceries? whole foods is 4 miles away. okay, tell me the quickest route there.",the quickest route to whole foods at 819 alma street does not have any traffic.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', 'is', 'is', 'away', 'away', 'away', 'heavy', 'traffic', '<unk>', '<eos>']"
793,i want tea.,we're 5 miles away from starbucks: do you like their tea?,"['i', 'have', 'have', 'a', 'a', 'a', 'serves', 'serves', 'serves', 'serves', 'miles', 'away', 'away', '<unk>', '<unk>', 'do', 'more', 'more', 'on', '<eos>']"
794,"i want tea. we're 5 miles away from starbucks: do you like their tea? yes, what is the address?",you will find starbucks at 792 bedoin street,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'alger', 'way', '<eos>']"
795,take me to a place where i can get some hot tea,coupa is nearby and serves tea.,"['there', 'is', 'is', 'is', 'miles', 'miles', 'away', 'away', 'places', '<unk>', '<unk>', 'would', 'would', 'would', 'like', 'like', 'directions', 'there', '<unk>', '<eos>']"
796,directions to nearest barista,"the nearer cafe is cafe venetia, it's 2 miles away and there is a car collision nearby","['<pad>', 'is', 'two', 'is', 'is', '1', 'mile', 'and', 'and', 'with', 'would', 'and', 'and', 'and', 'with', 'with', 'with', 'nearby', '<unk>', '<eos>']"
797,schedule an appointment for yoga,okay scheduling an appointment for yoga.,"['you', 'you', 'you', 'you', 'you', 'activity', 'your', 'with', 'with', 'you', 'you', '<unk>', '<unk>', 'the', 'with', 'with', 'this', 'week', '<unk>', '<eos>']"
798,when is the next cloudy day,what city are you asking about?,"['<pad>', '<pad>', '<pad>', 'you', 'you', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'know', 'the', 'for', '<unk>', '<eos>', '<eos>']"
799,what's the weather forecast for tomorrow,what city are you asking about?,"['<pad>', '<pad>', '<pad>', 'forecast', 'forecast', 'be', 'will', 'will', 'will', 'low', 'low', 'will', 'and', 'and', 'and', 'cloudy', 'tomorrow', 'tomorrow', '<unk>', '<eos>']"
800,what's the weather forecast for tomorrow what city are you asking about? will it be hot in atherton tomorrow?,"tomorrow will not be hot in atherton, it will be dry, low of 30f, high of 50f","['<pad>', '<pad>', 'there', 'there', 'there', 'be', 'be', 'be', 'in', 'week', 'week', 'week', 'week', 'week', 'week', 'week', 'this', 'week', '<unk>', '<eos>']"
801,are there clear skies in the forecast today,what location would you like the weather information for?,"['<pad>', '<pad>', '<pad>', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'a', 'a', 'the', 'for', '<unk>', '<eos>', '<eos>']"
802,closest coffee,"the closest coffee place is coupa but there is heavy traffic, would you like a different location?","['<pad>', '<pad>', 'two', 'is', 'is', 'is', '2', '2', '2', '2', 'away', 'away', '<unk>', '<unk>', 'the', 'the', 'the', '<unk>', '<unk>', '<eos>']"
803,is it going to be windy in san francisco tomorrow?,"it will be warm in san francisco tomorrow, it should not be windy","['<pad>', '<pad>', '<pad>', 'the', 'is', 'supposed', 'supposed', 'supposed', 'supposed', 'in', 'be', 'be', 'be', 'be', 'be', 'be', 'of', '<unk>', '<unk>', '<eos>']"
804,please let me know the weather forecast for tomorrow,what city are you interested in the forecast for?,"['<pad>', '<pad>', '<pad>', 'please', 'please', 'please', 'please', 'today', 'today', 'see', 'see', 'to', 'to', 'tomorrows', 'tomorrows', 'today', 'today', '<unk>', '<eos>', '<eos>']"
805,please give me information about my conference.,you have a conference on the 13th at 9am with hr,"['<pad>', 'is', 'is', 'is', 'is', 'to', 'in', 'in', 'conference', 'conference', 'conference', 'the', 'the', 'the', 'to', 'in', 'in', 'code', '<unk>', '<eos>']"
806,what time is my meeting tomorrow and what is the agenda,your meeting is scheduled for 2 pm tomorrow. the agenda is to discuss the merger.,"['<pad>', '<pad>', 'setting', 'meeting', 'meeting', 'meeting', 'at', 'with', 'with', 'pm', 'pm', 'pm', 'the', 'the', 'the', 'the', 'the', 'your', '<unk>', '<eos>']"
807,schedule a lab appointment at 6 pm on august 3. alex is coming along,reminder set for lab appointment at 6 pm on august 3 with alex.,"['<pad>', '<pad>', '<pad>', '<pad>', 'reminder', 'reminder', 'for', 'for', 'for', 'for', 'for', 'august', 'august', 'august', 'for', 'for', 'with', 'for', '<unk>', '<eos>']"
808,is there snow in the forecast for the week,what city can i give you this weather information for?,"['<pad>', '<pad>', 'what', 'what', 'what', 'what', 'what', 'what', 'know', 'know', 'what', 'what', 'what', 'what', 'know', 'know', 'week', '<unk>', '<eos>', '<eos>']"
809,can you tell me the next day that i have an appointment with the eye doctor,your next appointment with your optometrist is tuesday at 11am.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'a', 'a', 'for', 'appointment', 'appointment', 'appointment', 'the', 'the', 'with', 'with', 'pm', '<unk>', '<eos>']"
810,when's the football activity and who's attending?,"you have four football activities scheduled, one on monday at 6pm with alex, one on the 13th at 9am with alex, one on wednesday at 1pm with jeff, and one on saturday at 5pm with ana.","['you', 'have', 'two', 'on', 'on', 'on', 'on', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'one', 'one', 'one', 'at', 'with', 'with', '<unk>', '<eos>']"
811,"set a reminder for a football activity at 10 am, on friday, with tom.","okay, scheduling a football activity with tom for friday at 10am.","['ok', '<unk>', 'set', 'set', 'set', 'reminder', 'for', 'for', 'for', 'this', 'this', 'with', 'with', 'the', 'the', 'the', 'with', 'with', 'tom', '<unk>']"
812,please give the directions to a nearby hospital.,the only nearby hospital is  stanford express care which is 5 miles away.,"['<pad>', '<pad>', '<pad>', 'the', 'is', 'miles', 'away', 'away', 'away', 'miles', 'and', 'and', 'and', 'is', 'is', 'miles', 'traffic', 'traffic', '<eos>', '<eos>']"
813,set reminder for doctor's appointment for the tenth,"okay setting reminder for doctor's appointment on the tenth, would you like me to include a time?","['okay', '<unk>', 'a', 'a', 'reminder', 'reminder', 'for', 'appointment', 'appointment', 'with', 'with', 'with', 'the', 'the', 'at', 'with', 'with', 'pm', '<unk>', '<eos>']"
814,give me directions to the closest shopping mall,we are 3 miles away from town and county shopping center. does it sound good to you?,"['<pad>', '<pad>', '<pad>', 'we', 'miles', 'miles', 'away', 'from', 'stanford', 'shopping', 'center', 'center', 'it', 'it', 'sound', 'to', 'to', '<unk>', '<eos>', '<eos>']"
815,car what is the temperature going to be today and tomorrow,what city do you need the 2 day temperature for?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'for', '<unk>', '<eos>', '<eos>']"
816,where can i get coffee?,coupa is 5 miles away.,"['we', '<unk>', '2', 'miles', 'miles', 'away', 'coupe', 'coupe', 'miles', 'miles', 'miles', 'away', '<unk>', 'you', 'you', 'need', 'need', 'preference', '<eos>', '<eos>']"
817,where can i get coffee? coupa is 5 miles away. is that the shortest route available?,"i will pick the shortest route available for you, don't worry, do you want to get the info on your screen?","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'no', 'drive', 'now', '<unk>', '<eos>']"
818,is it going to snow today,what city do you wanna know if it will snow today?,"['i', '<unk>', 'i', 'i', 'you', 'check', 'check', 'check', 'check', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'this', '<unk>', '<eos>', '<eos>']"
819,what day is the swimming party and who will be attending?,"your swimming activity is on the 5th, with your father.","['which', 'have', 'two', 'two', 'one', 'one', 'one', 'one', 'with', 'with', 'with', 'with', 'and', 'and', 'one', 'with', 'with', 'with', 'with', '<eos>']"
820,what time is my lab appointment and who will be attending?,your lab appointment is at 7 pm with jon and another one at 2 pm with alex.,"['which', 'have', 'two', 'appointments', 'appointments', 'one', 'one', 'one', 'with', 'with', 'with', '16th', '16th', 'one', 'one', 'with', 'with', 'with', '<unk>', '<eos>']"
821,what is a good chinese restaurant?,i have a few chinese restaurants listed. which one would you like to know about?,"['<pad>', '<pad>', 'is', 'is', 'is', 'is', 'away', 'away', '4', 'miles', 'miles', 'would', 'would', 'would', 'you', 'like', 'like', 'info', '<unk>', '<eos>']"
822,what is the date and time of my next meeting and who will be attending it?,your next meeting is with your boss on the 5th at 2pm.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'with', 'with', '<unk>', '<eos>']"
823,check today's forecast for rain,what city do you want to know if it's going to rain or not?,"['<pad>', '<pad>', 'it', 'it', 'will', 'be', 'cloudy', 'in', 'in', 'snow', 'tomorrow', 'tomorrow', 'tomorrow', 'tomorrow', 'tomorrow', 'or', 'or', 'tomorrow', 'tomorrow', '<eos>']"
824,i need to find out the date and time for my swimming activity!,"i have two, which one? i have one for the 14th at 6pm and one for the 12th at 7pm.","['i', 'have', 'appointments', 'appointments', 'appointments', 'scheduled', '<unk>', '<unk>', 'at', 'at', 'and', 'father', 'and', 'and', '<unk>', 'at', 'at', 'at', '<unk>', '<eos>']"
