2201,"perfect, thanks!",no problem
2202,i would like to know what time and day my tennis is. ,your tennis activity is on monday at 3 pm.
2203,"perfect, thanks!",no problem
2204,i would like to know what time and day my tennis is. ,your tennis activity is on monday at 3 pm.
2205,"perfect, thanks!",no problem
2206,i would like to know what time and day my tennis is. ,your tennis activity is on monday at 3 pm.
2207,"perfect, thanks!",no problem
2208,where is there a shopping center within 5 miles?,"we're 2 miles away from town and country but there is a car collision nearby, we might lose lot of time"
2209,"mmm, no, i wanted some route with no traffic... is it the only option?",currently town and country is the only option.
2210,well okay i guess it will have to do then where is it located?,town and country is at 383 university ave. but be aware there is a car collision being reported nearby. 
2211,ok that's fine just set the navigation. ,navigation set for town and country.
2212,thanks so much. ,you are welcome
2213,where is there a shopping center within 5 miles?,"we're 2 miles away from town and country but there is a car collision nearby, we might lose lot of time"
2214,"mmm, no, i wanted some route with no traffic... is it the only option?",currently town and country is the only option.
2215,well okay i guess it will have to do then where is it located?,town and country is at 383 university ave. but be aware there is a car collision being reported nearby. 
2216,ok that's fine just set the navigation. ,navigation set for town and country.
2217,thanks so much. ,you are welcome
2218,where is there a shopping center within 5 miles?,"we're 2 miles away from town and country but there is a car collision nearby, we might lose lot of time"
2219,"mmm, no, i wanted some route with no traffic... is it the only option?",currently town and country is the only option.
2220,well okay i guess it will have to do then where is it located?,town and country is at 383 university ave. but be aware there is a car collision being reported nearby. 
2221,ok that's fine just set the navigation. ,navigation set for town and country.
2222,thanks so much. ,you are welcome
2223,where is there a shopping center within 5 miles?,"we're 2 miles away from town and country but there is a car collision nearby, we might lose lot of time"
2224,"mmm, no, i wanted some route with no traffic... is it the only option?",currently town and country is the only option.
2225,well okay i guess it will have to do then where is it located?,town and country is at 383 university ave. but be aware there is a car collision being reported nearby. 
2226,ok that's fine just set the navigation. ,navigation set for town and country.
2227,thanks so much. ,you are welcome
2228,where is there a shopping center within 5 miles?,"we're 2 miles away from town and country but there is a car collision nearby, we might lose lot of time"
2229,"mmm, no, i wanted some route with no traffic... is it the only option?",currently town and country is the only option.
2230,well okay i guess it will have to do then where is it located?,town and country is at 383 university ave. but be aware there is a car collision being reported nearby. 
2231,ok that's fine just set the navigation. ,navigation set for town and country.
2232,thanks so much. ,you are welcome
2233,where is there a shopping center within 5 miles?,"we're 2 miles away from town and country but there is a car collision nearby, we might lose lot of time"
2234,"mmm, no, i wanted some route with no traffic... is it the only option?",currently town and country is the only option.
2235,well okay i guess it will have to do then where is it located?,town and country is at 383 university ave. but be aware there is a car collision being reported nearby. 
2236,ok that's fine just set the navigation. ,navigation set for town and country.
2237,thanks so much. ,you are welcome
2238,where is there a shopping center within 5 miles?,"we're 2 miles away from town and country but there is a car collision nearby, we might lose lot of time"
2239,"mmm, no, i wanted some route with no traffic... is it the only option?",currently town and country is the only option.
2240,well okay i guess it will have to do then where is it located?,town and country is at 383 university ave. but be aware there is a car collision being reported nearby. 
2241,ok that's fine just set the navigation. ,navigation set for town and country.
2242,thanks so much. ,you are welcome
2243,where is there a shopping center within 5 miles?,"we're 2 miles away from town and country but there is a car collision nearby, we might lose lot of time"
2244,"mmm, no, i wanted some route with no traffic... is it the only option?",currently town and country is the only option.
2245,well okay i guess it will have to do then where is it located?,town and country is at 383 university ave. but be aware there is a car collision being reported nearby. 
2246,ok that's fine just set the navigation. ,navigation set for town and country.
2247,thanks so much. ,you are welcome
2248,where is there a shopping center within 5 miles?,"we're 2 miles away from town and country but there is a car collision nearby, we might lose lot of time"
2249,"mmm, no, i wanted some route with no traffic... is it the only option?",currently town and country is the only option.
2250,well okay i guess it will have to do then where is it located?,town and country is at 383 university ave. but be aware there is a car collision being reported nearby. 
2251,ok that's fine just set the navigation. ,navigation set for town and country.
2252,thanks so much. ,you are welcome
2253,where is there a shopping center within 5 miles?,"we're 2 miles away from town and country but there is a car collision nearby, we might lose lot of time"
2254,"mmm, no, i wanted some route with no traffic... is it the only option?",currently town and country is the only option.
2255,well okay i guess it will have to do then where is it located?,town and country is at 383 university ave. but be aware there is a car collision being reported nearby. 
2256,ok that's fine just set the navigation. ,navigation set for town and country.
2257,thanks so much. ,you are welcome
2258,what is the weather going to be today and tomorrow,what city would you like the weather for?
2259,"compton, please!",it will be between 70-90f on monday and 90-100f on tuesday in compton.
2260,thank you.,you're welcome. 
2261,what is the weather going to be today and tomorrow,what city would you like the weather for?
2262,"compton, please!",it will be between 70-90f on monday and 90-100f on tuesday in compton.
2263,thank you.,you're welcome. 
2264,what is the weather going to be today and tomorrow,what city would you like the weather for?
2265,"compton, please!",it will be between 70-90f on monday and 90-100f on tuesday in compton.
2266,thank you.,you're welcome. 
2267,what is the weather going to be today and tomorrow,what city would you like the weather for?
2268,"compton, please!",it will be between 70-90f on monday and 90-100f on tuesday in compton.
2269,thank you.,you're welcome. 
2270,what is the weather going to be today and tomorrow,what city would you like the weather for?
2271,"compton, please!",it will be between 70-90f on monday and 90-100f on tuesday in compton.
2272,thank you.,you're welcome. 
2273,what is the weather going to be today and tomorrow,what city would you like the weather for?
2274,"compton, please!",it will be between 70-90f on monday and 90-100f on tuesday in compton.
2275,thank you.,you're welcome. 
2276,get directions to home,home is 5 miles away at 5671 barringer street. 
2277,i need a route with no traffic please. ,the only route i have has a lot of traffic. it is 5 miles away. i will try my best to avoid the traffic. 
2278,thanks. i hope we miss most of it. ,"you're welcome, i hope so too"
2279,get directions to home,home is 5 miles away at 5671 barringer street. 
2280,i need a route with no traffic please. ,the only route i have has a lot of traffic. it is 5 miles away. i will try my best to avoid the traffic. 
2281,thanks. i hope we miss most of it. ,"you're welcome, i hope so too"
2282,get directions to home,home is 5 miles away at 5671 barringer street. 
2283,i need a route with no traffic please. ,the only route i have has a lot of traffic. it is 5 miles away. i will try my best to avoid the traffic. 
2284,thanks. i hope we miss most of it. ,"you're welcome, i hope so too"
2285,get directions to home,home is 5 miles away at 5671 barringer street. 
2286,i need a route with no traffic please. ,the only route i have has a lot of traffic. it is 5 miles away. i will try my best to avoid the traffic. 
2287,thanks. i hope we miss most of it. ,"you're welcome, i hope so too"
2288,get directions to home,home is 5 miles away at 5671 barringer street. 
2289,i need a route with no traffic please. ,the only route i have has a lot of traffic. it is 5 miles away. i will try my best to avoid the traffic. 
2290,thanks. i hope we miss most of it. ,"you're welcome, i hope so too"
2291,get directions to home,home is 5 miles away at 5671 barringer street. 
2292,i need a route with no traffic please. ,the only route i have has a lot of traffic. it is 5 miles away. i will try my best to avoid the traffic. 
2293,thanks. i hope we miss most of it. ,"you're welcome, i hope so too"
2294,get me directions to the closest starbucks,navigating you to starbucks.
2295,"thank you car, please send me the address on screen and avoid all heavy traffic!","you're welcome, navigating you to 792 bedoin street!"
2296,get me directions to the closest starbucks,navigating you to starbucks.
2297,"thank you car, please send me the address on screen and avoid all heavy traffic!","you're welcome, navigating you to 792 bedoin street!"
2298,get me directions to the closest starbucks,navigating you to starbucks.
2299,"thank you car, please send me the address on screen and avoid all heavy traffic!","you're welcome, navigating you to 792 bedoin street!"
2300,get me directions to the closest starbucks,navigating you to starbucks.
2301,"thank you car, please send me the address on screen and avoid all heavy traffic!","you're welcome, navigating you to 792 bedoin street!"
2302,where can i fill up?,chevron is 4 miles away.
2303,can i get the fastest route please.,"there is no traffic, so i will display those directions to those gps now. "
2304,thank you. ,you're welcome!
2305,where can i fill up?,chevron is 4 miles away.
2306,can i get the fastest route please.,"there is no traffic, so i will display those directions to those gps now. "
2307,thank you. ,you're welcome!
2308,where can i fill up?,chevron is 4 miles away.
2309,can i get the fastest route please.,"there is no traffic, so i will display those directions to those gps now. "
2310,thank you. ,you're welcome!
2311,where can i fill up?,chevron is 4 miles away.
2312,can i get the fastest route please.,"there is no traffic, so i will display those directions to those gps now. "
2313,thank you. ,you're welcome!
2314,where can i fill up?,chevron is 4 miles away.
2315,can i get the fastest route please.,"there is no traffic, so i will display those directions to those gps now. "
2316,thank you. ,you're welcome!
2317,where can i fill up?,chevron is 4 miles away.
2318,can i get the fastest route please.,"there is no traffic, so i will display those directions to those gps now. "
2319,thank you. ,you're welcome!
2320,make a note that at 5 pm on the 12th i have yoga,"okay, making note of your yoga appointment at 5 pm on the 12th. "
2321,thank you!,you are very welcome.
2322,make a note that at 5 pm on the 12th i have yoga,"okay, making note of your yoga appointment at 5 pm on the 12th. "
2323,thank you!,you are very welcome.
2324,make a note that at 5 pm on the 12th i have yoga,"okay, making note of your yoga appointment at 5 pm on the 12th. "
2325,thank you!,you are very welcome.
2326,make a note that at 5 pm on the 12th i have yoga,"okay, making note of your yoga appointment at 5 pm on the 12th. "
2327,thank you!,you are very welcome.
2328,what is the date location and time of my next conference,"hello, we need to pick him up by 11 am and bring him to the conference."
2329,what is the date location and time of my next conference,"hello, we need to pick him up by 11 am and bring him to the conference."
2330,"what is the date, time, and agenda of my next conference?",you next conference is tuesday at 6pm to discuss onboard new members in 100 conference room
2331,thank you.,you're welcome.
2332,"what is the date, time, and agenda of my next conference?",you next conference is tuesday at 6pm to discuss onboard new members in 100 conference room
2333,thank you.,you're welcome.
2334,"what is the date, time, and agenda of my next conference?",you next conference is tuesday at 6pm to discuss onboard new members in 100 conference room
2335,thank you.,you're welcome.
2336,"what is the date, time, and agenda of my next conference?",you next conference is tuesday at 6pm to discuss onboard new members in 100 conference room
2337,thank you.,you're welcome.
2338,i need a route to my friends that avoids heavy traffic. ,we're 7 miles away from jack's house but there is a car collision nearby: are you sure you want to go there today?
2339,yes i need to get there. what's the address?,jacks house is at 864 almanor ln. 
2340,thanks!,you're welcome!
2341,i need a route to my friends that avoids heavy traffic. ,we're 7 miles away from jack's house but there is a car collision nearby: are you sure you want to go there today?
2342,yes i need to get there. what's the address?,jacks house is at 864 almanor ln. 
2343,thanks!,you're welcome!
2344,i need a route to my friends that avoids heavy traffic. ,we're 7 miles away from jack's house but there is a car collision nearby: are you sure you want to go there today?
2345,yes i need to get there. what's the address?,jacks house is at 864 almanor ln. 
2346,thanks!,you're welcome!
2347,i need a route to my friends that avoids heavy traffic. ,we're 7 miles away from jack's house but there is a car collision nearby: are you sure you want to go there today?
2348,yes i need to get there. what's the address?,jacks house is at 864 almanor ln. 
2349,thanks!,you're welcome!
2350,i need a route to my friends that avoids heavy traffic. ,we're 7 miles away from jack's house but there is a car collision nearby: are you sure you want to go there today?
2351,yes i need to get there. what's the address?,jacks house is at 864 almanor ln. 
2352,thanks!,you're welcome!
2353,i need a route to my friends that avoids heavy traffic. ,we're 7 miles away from jack's house but there is a car collision nearby: are you sure you want to go there today?
2354,yes i need to get there. what's the address?,jacks house is at 864 almanor ln. 
2355,thanks!,you're welcome!
2356,what's the temperature going to be like this week,you want the weekly temperature for what city?
2357,cleveland,the temperature in cleveland this week is showing lows of 20f and highs in the 100fs
2358,thank you,you are welcome.
2359,what's the temperature going to be like this week,you want the weekly temperature for what city?
2360,cleveland,the temperature in cleveland this week is showing lows of 20f and highs in the 100fs
2361,thank you,you are welcome.
2362,what's the temperature going to be like this week,you want the weekly temperature for what city?
2363,cleveland,the temperature in cleveland this week is showing lows of 20f and highs in the 100fs
2364,thank you,you are welcome.
2365,what's the temperature going to be like this week,you want the weekly temperature for what city?
2366,cleveland,the temperature in cleveland this week is showing lows of 20f and highs in the 100fs
2367,thank you,you are welcome.
2368,what's the temperature going to be like this week,you want the weekly temperature for what city?
2369,cleveland,the temperature in cleveland this week is showing lows of 20f and highs in the 100fs
2370,thank you,you are welcome.
2371,what's the temperature going to be like this week,you want the weekly temperature for what city?
2372,cleveland,the temperature in cleveland this week is showing lows of 20f and highs in the 100fs
2373,thank you,you are welcome.
2374,where can i get some tea.,i have a place called philz that serves tea. would you like more info?
2375,"yes, please! send me the fastest route with no traffic",the address to philz is 583 alester ave. i am now setting gps for fastest route with no traffic. 
2376,"thank you very much car, pick some route with no traffic please and let's go!",ok!
2377,where can i get some tea.,i have a place called philz that serves tea. would you like more info?
2378,"yes, please! send me the fastest route with no traffic",the address to philz is 583 alester ave. i am now setting gps for fastest route with no traffic. 
2379,"thank you very much car, pick some route with no traffic please and let's go!",ok!
2380,where can i get some tea.,i have a place called philz that serves tea. would you like more info?
2381,"yes, please! send me the fastest route with no traffic",the address to philz is 583 alester ave. i am now setting gps for fastest route with no traffic. 
2382,"thank you very much car, pick some route with no traffic please and let's go!",ok!
2383,where can i get some tea.,i have a place called philz that serves tea. would you like more info?
2384,"yes, please! send me the fastest route with no traffic",the address to philz is 583 alester ave. i am now setting gps for fastest route with no traffic. 
2385,"thank you very much car, pick some route with no traffic please and let's go!",ok!
2386,where can i get some tea.,i have a place called philz that serves tea. would you like more info?
2387,"yes, please! send me the fastest route with no traffic",the address to philz is 583 alester ave. i am now setting gps for fastest route with no traffic. 
2388,"thank you very much car, pick some route with no traffic please and let's go!",ok!
2389,where can i get some tea.,i have a place called philz that serves tea. would you like more info?
2390,"yes, please! send me the fastest route with no traffic",the address to philz is 583 alester ave. i am now setting gps for fastest route with no traffic. 
2391,"thank you very much car, pick some route with no traffic please and let's go!",ok!
2392,what is the forecast for new york city,the forecast for today is clear skies with a low of 50f and a high of 70f.
2393,"okay, will there be clear skies on thursday?",thursday's forecast calls for rain in new york
2394,thank you,you are welcome.
2395,what is the forecast for new york city,the forecast for today is clear skies with a low of 50f and a high of 70f.
2396,"okay, will there be clear skies on thursday?",thursday's forecast calls for rain in new york
2397,thank you,you are welcome.
2398,what is the forecast for new york city,the forecast for today is clear skies with a low of 50f and a high of 70f.
2399,"okay, will there be clear skies on thursday?",thursday's forecast calls for rain in new york
2400,thank you,you are welcome.
2401,what is the forecast for new york city,the forecast for today is clear skies with a low of 50f and a high of 70f.
2402,"okay, will there be clear skies on thursday?",thursday's forecast calls for rain in new york
2403,thank you,you are welcome.
2404,what is the forecast for new york city,the forecast for today is clear skies with a low of 50f and a high of 70f.
2405,"okay, will there be clear skies on thursday?",thursday's forecast calls for rain in new york
2406,thank you,you are welcome.
2407,what is the forecast for new york city,the forecast for today is clear skies with a low of 50f and a high of 70f.
2408,"okay, will there be clear skies on thursday?",thursday's forecast calls for rain in new york
2409,thank you,you are welcome.
2410,where can i get pizza?,you can get pizza at two places; pizza my heart which is one mile away or papa johns 5 miles away. which do you prefer?
2411,what is the address of pizza my heart?,pizza my heart is located at 528 anton ct. 
2412,thanks!,"you're welcome, have a good day. "
2413,where can i get pizza?,you can get pizza at two places; pizza my heart which is one mile away or papa johns 5 miles away. which do you prefer?
2414,what is the address of pizza my heart?,pizza my heart is located at 528 anton ct. 
2415,thanks!,"you're welcome, have a good day. "
2416,where can i get pizza?,you can get pizza at two places; pizza my heart which is one mile away or papa johns 5 miles away. which do you prefer?
2417,what is the address of pizza my heart?,pizza my heart is located at 528 anton ct. 
2418,thanks!,"you're welcome, have a good day. "
2419,where can i get pizza?,you can get pizza at two places; pizza my heart which is one mile away or papa johns 5 miles away. which do you prefer?
2420,what is the address of pizza my heart?,pizza my heart is located at 528 anton ct. 
2421,thanks!,"you're welcome, have a good day. "
2422,where can i get pizza?,you can get pizza at two places; pizza my heart which is one mile away or papa johns 5 miles away. which do you prefer?
2423,what is the address of pizza my heart?,pizza my heart is located at 528 anton ct. 
2424,thanks!,"you're welcome, have a good day. "
2425,where can i get pizza?,you can get pizza at two places; pizza my heart which is one mile away or papa johns 5 miles away. which do you prefer?
2426,what is the address of pizza my heart?,pizza my heart is located at 528 anton ct. 
2427,thanks!,"you're welcome, have a good day. "
2428,will it be windy in corona on wednesday?,corona's forecast does not predict wind on wednesday
2429,thanks a bunch,anytime.
2430,will it be windy in corona on wednesday?,corona's forecast does not predict wind on wednesday
2431,thanks a bunch,anytime.
2432,will it be windy in corona on wednesday?,corona's forecast does not predict wind on wednesday
2433,thanks a bunch,anytime.
2434,will it be windy in corona on wednesday?,corona's forecast does not predict wind on wednesday
2435,thanks a bunch,anytime.
2436,give me this week's high temperature,in which city do you want to know the high temperatures for?
2437,"in mountain view, please. ",the high temperature in mountain view is 90f.
2438,thank you.,no problem
2439,give me this week's high temperature,in which city do you want to know the high temperatures for?
2440,"in mountain view, please. ",the high temperature in mountain view is 90f.
2441,thank you.,no problem
2442,give me this week's high temperature,in which city do you want to know the high temperatures for?
2443,"in mountain view, please. ",the high temperature in mountain view is 90f.
2444,thank you.,no problem
2445,give me this week's high temperature,in which city do you want to know the high temperatures for?
2446,"in mountain view, please. ",the high temperature in mountain view is 90f.
2447,thank you.,no problem
2448,give me this week's high temperature,in which city do you want to know the high temperatures for?
2449,"in mountain view, please. ",the high temperature in mountain view is 90f.
2450,thank you.,no problem
2451,give me this week's high temperature,in which city do you want to know the high temperatures for?
2452,"in mountain view, please. ",the high temperature in mountain view is 90f.
2453,thank you.,no problem
2454,what is the date and time of my optometrist appointment?,you have two optometrist appointments scheduled; one on the 2nd at 9 am and one on the 6th at 10 am. 
2455,that is all.,happy to help. 
2456,what is the date and time of my optometrist appointment?,you have two optometrist appointments scheduled; one on the 2nd at 9 am and one on the 6th at 10 am. 
2457,that is all.,happy to help. 
2458,what is the date and time of my optometrist appointment?,you have two optometrist appointments scheduled; one on the 2nd at 9 am and one on the 6th at 10 am. 
2459,that is all.,happy to help. 
2460,what is the date and time of my optometrist appointment?,you have two optometrist appointments scheduled; one on the 2nd at 9 am and one on the 6th at 10 am. 
2461,that is all.,happy to help. 
2462,take me home,"we're 6 miles away from home and there is heavy traffic, i sent on screen an alternative route to reach a little quicker"
2463,"thank you, pick the route with no traffic please",here is a route home but there will be traffic.
2464,"it's okay, thank you very much car!",you're welcome. have a great day. 
2465,take me home,"we're 6 miles away from home and there is heavy traffic, i sent on screen an alternative route to reach a little quicker"
2466,"thank you, pick the route with no traffic please",here is a route home but there will be traffic.
2467,"it's okay, thank you very much car!",you're welcome. have a great day. 
2468,take me home,"we're 6 miles away from home and there is heavy traffic, i sent on screen an alternative route to reach a little quicker"
2469,"thank you, pick the route with no traffic please",here is a route home but there will be traffic.
2470,"it's okay, thank you very much car!",you're welcome. have a great day. 
2471,take me home,"we're 6 miles away from home and there is heavy traffic, i sent on screen an alternative route to reach a little quicker"
2472,"thank you, pick the route with no traffic please",here is a route home but there will be traffic.
2473,"it's okay, thank you very much car!",you're welcome. have a great day. 
2474,take me home,"we're 6 miles away from home and there is heavy traffic, i sent on screen an alternative route to reach a little quicker"
2475,"thank you, pick the route with no traffic please",here is a route home but there will be traffic.
2476,"it's okay, thank you very much car!",you're welcome. have a great day. 
2477,take me home,"we're 6 miles away from home and there is heavy traffic, i sent on screen an alternative route to reach a little quicker"
2478,"thank you, pick the route with no traffic please",here is a route home but there will be traffic.
2479,"it's okay, thank you very much car!",you're welcome. have a great day. 
2480,find a tea shop,there is a starbucks 3 miles away.
2481,give me the address.,"the address is 792 bedoin street, it's 3 miles away and there is heavy traffic on our way"
2482,"thank you car, let's go there","you're welcome, on our way. we should be there soon."
2483,find a tea shop,there is a starbucks 3 miles away.
2484,give me the address.,"the address is 792 bedoin street, it's 3 miles away and there is heavy traffic on our way"
2485,"thank you car, let's go there","you're welcome, on our way. we should be there soon."
2486,find a tea shop,there is a starbucks 3 miles away.
2487,give me the address.,"the address is 792 bedoin street, it's 3 miles away and there is heavy traffic on our way"
2488,"thank you car, let's go there","you're welcome, on our way. we should be there soon."
2489,find a tea shop,there is a starbucks 3 miles away.
2490,give me the address.,"the address is 792 bedoin street, it's 3 miles away and there is heavy traffic on our way"
2491,"thank you car, let's go there","you're welcome, on our way. we should be there soon."
2492,find a tea shop,there is a starbucks 3 miles away.
2493,give me the address.,"the address is 792 bedoin street, it's 3 miles away and there is heavy traffic on our way"
2494,"thank you car, let's go there","you're welcome, on our way. we should be there soon."
2495,find a tea shop,there is a starbucks 3 miles away.
2496,give me the address.,"the address is 792 bedoin street, it's 3 miles away and there is heavy traffic on our way"
2497,"thank you car, let's go there","you're welcome, on our way. we should be there soon."
2498,what are the directions to the mall,there is town and country 5 miles away: would you like to go there?
2499,"yes, please.",navigating to town and country.
2500,give me the address.,town and country is located at 383 university avenue. 
2501,thanks!,you're welcome!
2502,what are the directions to the mall,there is town and country 5 miles away: would you like to go there?
2503,"yes, please.",navigating to town and country.
2504,give me the address.,town and country is located at 383 university avenue. 
2505,thanks!,you're welcome!
2506,what are the directions to the mall,there is town and country 5 miles away: would you like to go there?
2507,"yes, please.",navigating to town and country.
2508,give me the address.,town and country is located at 383 university avenue. 
2509,thanks!,you're welcome!
2510,what are the directions to the mall,there is town and country 5 miles away: would you like to go there?
2511,"yes, please.",navigating to town and country.
2512,give me the address.,town and country is located at 383 university avenue. 
2513,thanks!,you're welcome!
2514,what are the directions to the mall,there is town and country 5 miles away: would you like to go there?
2515,"yes, please.",navigating to town and country.
2516,give me the address.,town and country is located at 383 university avenue. 
2517,thanks!,you're welcome!
2518,what are the directions to the mall,there is town and country 5 miles away: would you like to go there?
2519,"yes, please.",navigating to town and country.
2520,give me the address.,town and country is located at 383 university avenue. 
2521,thanks!,you're welcome!
2522,what are the directions to the mall,there is town and country 5 miles away: would you like to go there?
2523,"yes, please.",navigating to town and country.
2524,give me the address.,town and country is located at 383 university avenue. 
2525,thanks!,you're welcome!
2526,what are the directions to the mall,there is town and country 5 miles away: would you like to go there?
2527,"yes, please.",navigating to town and country.
2528,give me the address.,town and country is located at 383 university avenue. 
2529,thanks!,you're welcome!
2530,find nearest coffee shop,the nearest coffee shop is starbucks located at 792 bedoin street.
2531,"is the starbucks within 5 miles of here? if so, please direct me to the starbucks via the quickest route. ",yes the starbucks is only 2 miles away. setting the gps. 
2532,thank you. ,you're welcome. 
2533,find nearest coffee shop,the nearest coffee shop is starbucks located at 792 bedoin street.
2534,"is the starbucks within 5 miles of here? if so, please direct me to the starbucks via the quickest route. ",yes the starbucks is only 2 miles away. setting the gps. 
2535,thank you. ,you're welcome. 
2536,find nearest coffee shop,the nearest coffee shop is starbucks located at 792 bedoin street.
2537,"is the starbucks within 5 miles of here? if so, please direct me to the starbucks via the quickest route. ",yes the starbucks is only 2 miles away. setting the gps. 
2538,thank you. ,you're welcome. 
2539,find nearest coffee shop,the nearest coffee shop is starbucks located at 792 bedoin street.
2540,"is the starbucks within 5 miles of here? if so, please direct me to the starbucks via the quickest route. ",yes the starbucks is only 2 miles away. setting the gps. 
2541,thank you. ,you're welcome. 
2542,find nearest coffee shop,the nearest coffee shop is starbucks located at 792 bedoin street.
2543,"is the starbucks within 5 miles of here? if so, please direct me to the starbucks via the quickest route. ",yes the starbucks is only 2 miles away. setting the gps. 
2544,thank you. ,you're welcome. 
2545,find nearest coffee shop,the nearest coffee shop is starbucks located at 792 bedoin street.
2546,"is the starbucks within 5 miles of here? if so, please direct me to the starbucks via the quickest route. ",yes the starbucks is only 2 miles away. setting the gps. 
2547,thank you. ,you're welcome. 
2548,what's the weather like in grand rapids,"the weather predicted for grand rapids is rain, the temperature is a low of 30f with a high of 40f."
2549,will it be windy in grand rapids during next week?,it should not be windy next week in grand rapids.
2550,thank you.,you are welcome.
2551,what's the weather like in grand rapids,"the weather predicted for grand rapids is rain, the temperature is a low of 30f with a high of 40f."
2552,will it be windy in grand rapids during next week?,it should not be windy next week in grand rapids.
2553,thank you.,you are welcome.
2554,what's the weather like in grand rapids,"the weather predicted for grand rapids is rain, the temperature is a low of 30f with a high of 40f."
2555,will it be windy in grand rapids during next week?,it should not be windy next week in grand rapids.
2556,thank you.,you are welcome.
2557,what's the weather like in grand rapids,"the weather predicted for grand rapids is rain, the temperature is a low of 30f with a high of 40f."
2558,will it be windy in grand rapids during next week?,it should not be windy next week in grand rapids.
2559,thank you.,you are welcome.
2560,what's the weather like in grand rapids,"the weather predicted for grand rapids is rain, the temperature is a low of 30f with a high of 40f."
2561,will it be windy in grand rapids during next week?,it should not be windy next week in grand rapids.
2562,thank you.,you are welcome.
2563,what's the weather like in grand rapids,"the weather predicted for grand rapids is rain, the temperature is a low of 30f with a high of 40f."
2564,will it be windy in grand rapids during next week?,it should not be windy next week in grand rapids.
2565,thank you.,you are welcome.
2566,where can i get coffee,"the teavana is 8 miles away, and there is currently no traffic. would you like directions there?"
2567,"yes, please pick a quick route to go there and send it on my screen!","i sent all the directions on your screen, drive carefully!"
2568,thank you.,no problem!
2569,where can i get coffee,"the teavana is 8 miles away, and there is currently no traffic. would you like directions there?"
2570,"yes, please pick a quick route to go there and send it on my screen!","i sent all the directions on your screen, drive carefully!"
2571,thank you.,no problem!
2572,where can i get coffee,"the teavana is 8 miles away, and there is currently no traffic. would you like directions there?"
2573,"yes, please pick a quick route to go there and send it on my screen!","i sent all the directions on your screen, drive carefully!"
2574,thank you.,no problem!
2575,where can i get coffee,"the teavana is 8 miles away, and there is currently no traffic. would you like directions there?"
2576,"yes, please pick a quick route to go there and send it on my screen!","i sent all the directions on your screen, drive carefully!"
2577,thank you.,no problem!
2578,where can i get coffee,"the teavana is 8 miles away, and there is currently no traffic. would you like directions there?"
2579,"yes, please pick a quick route to go there and send it on my screen!","i sent all the directions on your screen, drive carefully!"
2580,thank you.,no problem!
2581,where can i get coffee,"the teavana is 8 miles away, and there is currently no traffic. would you like directions there?"
2582,"yes, please pick a quick route to go there and send it on my screen!","i sent all the directions on your screen, drive carefully!"
2583,thank you.,no problem!
2584,what's the weather going to be today and also what is the weather going to be this week,what location who you like the weather for?
2585,"i need weather information for today, especially about the temperature, for downtown chicago.",it will be between 80-90f in chicago today.
2586,thank you,glad to help
2587,what's the weather going to be today and also what is the weather going to be this week,what location who you like the weather for?
2588,"i need weather information for today, especially about the temperature, for downtown chicago.",it will be between 80-90f in chicago today.
2589,thank you,glad to help
2590,what's the weather going to be today and also what is the weather going to be this week,what location who you like the weather for?
2591,"i need weather information for today, especially about the temperature, for downtown chicago.",it will be between 80-90f in chicago today.
2592,thank you,glad to help
2593,what's the weather going to be today and also what is the weather going to be this week,what location who you like the weather for?
2594,"i need weather information for today, especially about the temperature, for downtown chicago.",it will be between 80-90f in chicago today.
2595,thank you,glad to help
2596,what's the weather going to be today and also what is the weather going to be this week,what location who you like the weather for?
2597,"i need weather information for today, especially about the temperature, for downtown chicago.",it will be between 80-90f in chicago today.
2598,thank you,glad to help
2599,what's the weather going to be today and also what is the weather going to be this week,what location who you like the weather for?
2600,"i need weather information for today, especially about the temperature, for downtown chicago.",it will be between 80-90f in chicago today.
2601,thank you,glad to help
2602,where can i go shopping?,ravenswood shopping center is 7 miles away.
2603,would you give me the address of the location and directions by the quickest route?,the address for ravenswood shopping center is 434 arastradero rd. with no traffic reported. 
2604,"thank you car, set the gps to go there please!",you're welcome. gps set and we should arrive shortly. 
2605,where can i go shopping?,ravenswood shopping center is 7 miles away.
2606,would you give me the address of the location and directions by the quickest route?,the address for ravenswood shopping center is 434 arastradero rd. with no traffic reported. 
2607,"thank you car, set the gps to go there please!",you're welcome. gps set and we should arrive shortly. 
2608,where can i go shopping?,ravenswood shopping center is 7 miles away.
2609,would you give me the address of the location and directions by the quickest route?,the address for ravenswood shopping center is 434 arastradero rd. with no traffic reported. 
2610,"thank you car, set the gps to go there please!",you're welcome. gps set and we should arrive shortly. 
2611,where can i go shopping?,ravenswood shopping center is 7 miles away.
2612,would you give me the address of the location and directions by the quickest route?,the address for ravenswood shopping center is 434 arastradero rd. with no traffic reported. 
2613,"thank you car, set the gps to go there please!",you're welcome. gps set and we should arrive shortly. 
2614,where can i go shopping?,ravenswood shopping center is 7 miles away.
2615,would you give me the address of the location and directions by the quickest route?,the address for ravenswood shopping center is 434 arastradero rd. with no traffic reported. 
2616,"thank you car, set the gps to go there please!",you're welcome. gps set and we should arrive shortly. 
2617,where can i go shopping?,ravenswood shopping center is 7 miles away.
2618,would you give me the address of the location and directions by the quickest route?,the address for ravenswood shopping center is 434 arastradero rd. with no traffic reported. 
2619,"thank you car, set the gps to go there please!",you're welcome. gps set and we should arrive shortly. 
